target_id	V3	V4	V5	V6	V7	V8	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	log2FC	TPMa	TPMb	ensembl_id	gene_name	biotype	description2
548	ENSG00000197956.10	S100A6	S100A6-201	1	153534599	153535991	-	2	8.29179895627759	1.28750329383344e-07	1.11392961810302e-05	3.52164473921452	8.61335006261604	88.1989057360256	ENSG00000197956	S100A6	protein_coding	S100 calcium binding protein A6 
550	ENSG00000118308.16	IRAG2	IRAG2-201	12	 25052512	 25108235	+	10	38.1813688455212	1.31629276409036e-07	1.11392961810302e-05	-1.1267641224943	124.681624039116	59.1818167435946	ENSG00000118308	IRAG2	protein_coding	inositol 1,4,5-triphosphate receptor associated 2 
563	ENSG00000180914.11	OXTR	OXTR-201	3	  8750381	  8769613	-	2	11.8956294904674	1.29724730582376e-07	1.11392961810302e-05	1.7383717387453	21.4067234948187	76.1207458615652	ENSG00000180914	OXTR	protein_coding	oxytocin receptor 
565	ENSG00000124491.16	F13A1	F13A1-201	6	  6144084	  6320662	-	4	14.4367457644224	1.3499752408983e-07	1.1320036288313e-05	-2.30786292111822	126.340011127439	26.8874516004162	ENSG00000124491	F13A1	protein_coding	coagulation factor XIII A chain 
569	ENSG00000101311.17	FERMT1	FERMT1-201	20	  6074845	  6123030	-	2	5.94756764581868	1.38337522751073e-07	1.15065581423755e-05	6.44500764626008	0.188670927222676	18.6185726914922	ENSG00000101311	FERMT1	protein_coding	FERM domain containing kindlin 1 
571	ENSG00000157570.12	TSPAN18	TSPAN18-201	11	 44764426	 44932421	+	3	7.20510648352298	1.4213854640502e-07	1.1728135740971e-05	5.23173667464406	0.252337529536644	12.3578256896318	ENSG00000157570	TSPAN18	protein_coding	tetraspanin 18 
574	ENSG00000131242.18	RAB11FIP4	RAB11FIP4-201	17	 31488000	 31531849	+	2	9.91773188095049	1.48459345667954e-07	1.21524578668196e-05	-1.29393171275292	9.36834156615127	2.93943409198706	ENSG00000131242	RAB11FIP4	protein_coding	RAB11 family interacting protein 4 
583	ENSG00000174749.6	FAM241A	FAM241A-201	4	112145454	112195256	+	1	5.90048241246082	1.5939104596482e-07	1.2843431625634e-05	3.5255732477376	0.739916456206293	9.30458020016717	ENSG00000174749	FAM241A	protein_coding	family with sequence similarity 241 member A 
584	ENSG00000137709.10	POU2F3	POU2F3-201	11	120236640	120319944	+	3	10.016817644769	1.61564868272089e-07	1.29176748167312e-05	4.60595534503119	1.09467746128676	19.6031224356923	ENSG00000137709	POU2F3	protein_coding	POU class 2 homeobox 3 
587	ENSG00000291050.1	TEKT4P2	TEKT4P2-209	21	  9068351	  9129742	-	4	17.6622191554794	1.65903769406296e-07	1.31625498281272e-05	1.27322733792462	18.8387137104055	49.7278404505115	ENSG00000291050	TEKT4P2	lncRNA	tektin 4 pseudogene 2 
598	ENSG00000182195.9	LDOC1	LDOC1-201	X	141173235	141177129	-	2	4.42730500361187	1.79310079180518e-07	1.40106375505141e-05	10.9132075506024	0	19.7623542891821	ENSG00000182195	LDOC1	protein_coding	LDOC1 regulator of NFKB signaling 
600	ENSG00000139946.11	PELI2	PELI2-201	14	 56118411	 56301524	+	2	5.17098254722283	1.81421979836644e-07	1.40690699250763e-05	8.81606220629796	0	4.58358158023989	ENSG00000139946	PELI2	protein_coding	pellino E3 ubiquitin protein ligase family member 2 
602	ENSG00000079156.17	OSBPL6	OSBPL6-202	2	178320244	178395621	+	3	12.4680760333272	1.86850136844403e-07	1.43818829209938e-05	3.94169251772922	2.11109136427234	24.3826858022578	ENSG00000079156	OSBPL6	protein_coding	oxysterol binding protein like 6 
606	ENSG00000091592.17	NLRP1	NLRP1-207	17	  5499631	  5619424	-	4	11.8674497111653	2.14235671288631e-07	1.63676052864514e-05	1.39291867030172	9.51957665171705	25.4124701354683	ENSG00000091592	NLRP1	protein_coding	NLR family pyrin domain containing 1 
610	ENSG00000196353.13	CPNE4	CPNE4-201	3	131533569	132035014	-	3	13.7094138421234	2.2402045251945e-07	1.68653061845665e-05	2.25905832788618	10.3170364266179	41.5756662109311	ENSG00000196353	CPNE4	protein_coding	copine 4 
613	ENSG00000290838.1	NCF1B	NCF1B-202	7	 73220639	 73235945	+	2	10.9147092494706	2.23221849476383e-07	1.68653061845665e-05	-2.45333905817365	71.6306533853906	15.2938994279712	ENSG00000290838	NCF1B	lncRNA	neutrophil cytosolic factor 1B pseudogene 
615	ENSG00000162909.18	CAPN2	CAPN2-201	1	223712539	223776018	+	1	7.10227540475274	2.4143135257658e-07	1.79145537444234e-05	1.91927020464814	14.3751053598454	50.1040550193042	ENSG00000162909	CAPN2	protein_coding	calpain 2 
619	ENSG00000288838.1			9	 62798861	 62799645	-	2	10.9367497987845	2.49951748671996e-07	1.84143023985926e-05	1.36309965479592	38.2604622695041	94.2984831645363	ENSG00000288838		lncRNA	novel transcript
621	ENSG00000198807.13	PAX9	PAX9-201	14	 36661860	 36679362	+	2	6.38843154253673	2.69558914542374e-07	1.9717947833972e-05	6.96807901766654	0.114300552599965	11.4595382516662	ENSG00000198807	PAX9	protein_coding	paired box 9 
631	ENSG00000054654.20	SYNE2	SYNE2-202	14	 63852983	 64226433	+	8	42.9155916267895	2.9018807410695e-07	2.09300685058677e-05	-1.15841435426019	54.558653018378	24.4911204746854	ENSG00000054654	SYNE2	protein_coding	spectrin repeat containing nuclear envelope protein 2 
639	ENSG00000185215.11	TNFAIP2	TNFAIP2-203	14	103123442	103130033	+	4	19.8140342997045	2.9227512575599e-07	2.09342058822728e-05	1.75304586050316	31.5756230095615	83.1895874979365	ENSG00000185215	TNFAIP2	protein_coding	TNF alpha induced protein 2 
643	ENSG00000137731.14	FXYD2	FXYD2-201	11	117820140	117828092	-	3	11.3592124959563	3.02082042487782e-07	2.14146471371301e-05	2.69739548767118	12.5522218617437	73.2893563547488	ENSG00000137731	FXYD2	protein_coding	FXYD domain containing ion transport regulator 2 
646	ENSG00000187537.13	POTEG	POTEG-201	14	 19402873	 19434341	-	2	4.2954778339591	3.04713004924514e-07	2.14146471371301e-05	8.561531349769	0	12.0201293648595	ENSG00000187537	POTEG	protein_coding	POTE ankyrin domain family member G 
648	ENSG00000171992.13	SYNPO	SYNPO-201	5	150640660	150659207	+	4	16.1678565976633	3.05211666585042e-07	2.14146471371301e-05	2.30165115287767	3.24469948753735	15.2624603619476	ENSG00000171992	SYNPO	protein_coding	synaptopodin 
652	ENSG00000060709.16	RIMBP2	RIMBP2-201	12	130396137	130517865	-	2	5.34753442456393	3.14560886400217e-07	2.19214931238638e-05	7.22998715476691	0.091306511254479	12.7541024184906	ENSG00000060709	RIMBP2	protein_coding	RIMS binding protein 2 
654	ENSG00000113946.4	CLDN16	CLDN16-201	3	190388163	190412138	+	2	6.17574660617018	3.20907415974969e-07	2.21212982355427e-05	5.0960002373031	0.443514333618034	16.389765898499	ENSG00000113946	CLDN16	protein_coding	claudin 16 
665	ENSG00000183722.9	LHFPL6	LHFPL6-201	13	 39342892	 39603193	-	1	5.17751623091093	3.46959931332883e-07	2.36989717335587e-05	4.67145113811948	1.02742650618517	28.1371674709167	ENSG00000183722	LHFPL6	protein_coding	LHFPL tetraspan subfamily member 6 
666	ENSG00000139722.7	VPS37B	VPS37B-201	12	122865330	122896124	-	2	8.85027367308995	3.60803946276592e-07	2.44824467230051e-05	-3.91525161083578	74.2822354900431	5.26735672717656	ENSG00000139722	VPS37B	protein_coding	VPS37B subunit of ESCRT-I 
679	ENSG00000119698.12	PPP4R4	PPP4R4-201	14	 94174322	 94279734	+	2	4.59934080825925	4.0219914889298e-07	2.69368962446896e-05	9.57674189053413	0.0162173421691458	13.6212548343506	ENSG00000119698	PPP4R4	protein_coding	protein phosphatase 4 regulatory subunit 4 
681	ENSG00000166173.11	LARP6	LARP6-201	15	 70829130	 70854157	-	2	9.11789713347254	4.14473087052176e-07	2.75798414184268e-05	2.22339303534152	10.6417370933356	53.9066605070405	ENSG00000166173	LARP6	protein_coding	La ribonucleoprotein 6, translational regulator 
683	ENSG00000186918.14	ZNF395	ZNF395-201	8	 28345590	 28386460	-	3	10.0438737528854	4.18672745999744e-07	2.76807096297523e-05	-3.77619702888262	41.2123569205235	1.40002401022215	ENSG00000186918	ZNF395	protein_coding	zinc finger protein 395 
690	ENSG00000198062.16	POTEH	POTEH-201	22	 15690026	 15721631	+	2	4.58349045189194	4.25590469739826e-07	2.77818993980795e-05	9.3691501943015	0	13.1888484935311	ENSG00000198062	POTEH	protein_coding	POTE ankyrin domain family member H 
692	ENSG00000099250.18	NRP1	NRP1-204	10	 33197621	 33334642	-	4	19.3887477665457	4.32606691096098e-07	2.78869088247822e-05	-1.71495510007606	55.3586666436989	17.8853279295554	ENSG00000099250	NRP1	protein_coding	neuropilin 1 
696	ENSG00000156299.15	TIAM1	TIAM1-201	21	 31118416	 31558977	-	2	4.63848167471074	4.32541865602562e-07	2.78869088247822e-05	7.85934125535666	0.114804325167909	16.6161686194179	ENSG00000156299	TIAM1	protein_coding	TIAM Rac1 associated GEF 1 
699	ENSG00000169891.18	REPS2	REPS2-201	X	 16946862	 17153272	+	2	9.89874105127537	4.63508195420801e-07	2.96933138358394e-05	2.72713319890828	4.31926341030688	26.044160492364	ENSG00000169891	REPS2	protein_coding	RALBP1 associated Eps domain containing 2 
701	ENSG00000196664.5	TLR7	TLR7-201	X	 12867072	 12890361	+	1	6.34587177026019	4.84978195389015e-07	3.0876945106434e-05	-3.2101008802995	22.770465830693	2.41396446853426	ENSG00000196664	TLR7	protein_coding	toll like receptor 7 
702	ENSG00000169715.15	MT1E	MT1E-201	16	 56625475	 56627112	+	2	4.76476571500056	4.94195673936054e-07	3.12707618464814e-05	-7.63046481253432	72.1107102418964	0	ENSG00000169715	MT1E	protein_coding	metallothionein 1E 
704	ENSG00000128791.12	TWSG1	TWSG1-201	18	  9334773	  9402420	+	2	10.1361260580873	4.97951576851314e-07	3.13162961197832e-05	-2.09845504570612	42.889765982469	9.98374489861771	ENSG00000128791	TWSG1	protein_coding	twisted gastrulation BMP signaling modulator 1 
706	ENSG00000188848.17	BEND4	BEND4-201	4	 42110853	 42152655	-	1	5.3729981046253	5.08547463566175e-07	3.17888396316456e-05	-3.84526595585863	6.50122679227914	0.416529529482777	ENSG00000188848	BEND4	protein_coding	BEN domain containing 4 
707	ENSG00000133131.15	MORC4	MORC4-201	X	106941424	107000078	-	3	10.9400080504748	5.24960108699233e-07	3.26170997658066e-05	1.68432311978291	5.00552071590219	16.7301747741534	ENSG00000133131	MORC4	protein_coding	MORC family CW-type zinc finger 4 
710	ENSG00000290445.1	CCNYL2	CCNYL2-202	10	 42408168	 42472240	-	2	4.79474102842834	5.5124251895551e-07	3.40450020389649e-05	7.82837350816785	0.0431514398038509	11.1167096447927	ENSG00000290445	CCNYL2	lncRNA	cyclin Y like 2 (pseudogene) 
714	ENSG00000196405.13	EVL	EVL-201	14	100065422	100144236	+	5	15.7612600368877	5.76800711498859e-07	3.5201908511238e-05	-3.29725081325751	36.0486801500801	2.52709489516365	ENSG00000196405	EVL	protein_coding	Enah/Vasp-like 
728	ENSG00000290397.1			22	 11827523	 11910358	+	1	4.93941245716453	6.17628781350132e-07	3.72527675488027e-05	4.62454423471393	0.577584438465935	15.1345374431778	ENSG00000290397		lncRNA	novel transcript
729	ENSG00000117318.9	ID3	ID3-201	1	 23557926	 23559501	-	2	10.3608978670288	6.32987146371746e-07	3.79571478353383e-05	-1.71013225733397	143.412344918317	42.0394155790456	ENSG00000117318	ID3	protein_coding	inhibitor of DNA binding 3, HLH protein 
731	ENSG00000183032.12	SLC25A21	SLC25A21-201	14	 36677921	 37172606	-	2	4.64675401095001	6.47609234101364e-07	3.86094892515692e-05	6.38923985699064	0.319433186727556	16.020771768713	ENSG00000183032	SLC25A21	protein_coding	solute carrier family 25 member 21 
748	ENSG00000188313.13	PLSCR1	PLSCR1-201	3	146515180	146544607	-	6	23.0974414812862	6.76608852224065e-07	3.98773925819372e-05	-1.39849739330918	68.1138558423494	31.4140780429525	ENSG00000188313	PLSCR1	protein_coding	phospholipid scramblase 1 
754	ENSG00000156052.11	GNAQ	GNAQ-201	9	 77716097	 78031811	-	1	6.10451863366864	7.05285154354707e-07	4.13313129659912e-05	3.09052640672627	1.61258353963521	13.2762107957189	ENSG00000156052	GNAQ	protein_coding	G protein subunit alpha q 
755	ENSG00000150722.11	PPP1R1C	PPP1R1C-209	2	181954492	182117516	+	3	5.06102783284509	7.3931079781441e-07	4.26199008049203e-05	-5.47930068252143	19.9618942330283	0.63693495476744	ENSG00000150722	PPP1R1C	protein_coding	protein phosphatase 1 regulatory inhibitor subunit 1C 
758	ENSG00000279442.1			22	 15298378	 15304556	-	1	5.12380803342601	7.39670568555432e-07	4.26199008049203e-05	3.18031190501821	0.53668671810913	5.13160290839748	ENSG00000279442		lncRNA	novel transcript
769	ENSG00000166002.7	SMCO4	SMCO4-201	11	 93478472	 93543391	-	3	14.4422312333535	7.73799378407763e-07	4.38514658730641e-05	1.58254272018945	39.115341085696	126.952229300145	ENSG00000166002	SMCO4	protein_coding	single-pass membrane protein with coiled-coil domains 4 
772	ENSG00000244405.8	ETV5	ETV5-201	3	186046314	186109089	-	2	3.86639038927679	7.70106732847508e-07	4.38514658730641e-05	-10.8204410339981	10.6996035541618	0	ENSG00000244405	ETV5	protein_coding	ETS variant transcription factor 5 
774	ENSG00000089876.12	DHX32	DHX32-201	10	125836337	125881292	-	2	7.54545864037485	7.89594638145921e-07	4.45020715728799e-05	-2.97622129834277	15.1243693200538	2.50406555325009	ENSG00000089876	DHX32	protein_coding	DEAH-box helicase 32 (putative) 
783	ENSG00000165138.18	ANKS6	ANKS6-201	9	 98732009	 98796555	-	3	12.8394026629345	8.08410095177e-07	4.50699552521923e-05	1.85333590055199	5.7625746689295	22.467281751997	ENSG00000165138	ANKS6	protein_coding	ankyrin repeat and sterile alpha motif domain containing 6 
786	ENSG00000101493.11	ZNF516	ZNF516-201	18	 76357682	 76495242	-	2	8.8892296257529	9.47124795078822e-07	5.25195975077579e-05	-1.24629000318639	10.366786533242	2.91328627073083	ENSG00000101493	ZNF516	protein_coding	zinc finger protein 516 
788	ENSG00000161638.11	ITGA5	ITGA5-201	12	 54395261	 54419266	-	1	4.8737165105807	9.74027716930291e-07	5.37225768578558e-05	3.62992297190616	0.868391071372876	11.9397993142068	ENSG00000161638	ITGA5	protein_coding	integrin subunit alpha 5 
789	ENSG00000106789.13	CORO2A	CORO2A-202	9	 98120975	 98192637	-	1	5.33104200235754	9.87880203430838e-07	5.41967894584344e-05	3.90024098540002	0.549269727282086	8.95487983015717	ENSG00000106789	CORO2A	protein_coding	coronin 2A 
790	ENSG00000137166.18	FOXP4	FOXP4-204	6	 41546573	 41599959	+	2	11.6768578751061	9.957382425923e-07	5.43388583814655e-05	1.85925435619896	8.25580050605205	32.9797877126476	ENSG00000137166	FOXP4	protein_coding	forkhead box P4 
792	ENSG00000172183.16	ISG20	ISG20-201	15	 88639016	 88656483	+	4	19.226345497728	1.03522055019098e-06	5.61961302877356e-05	-1.66506838441137	204.087064032218	56.9943251592495	ENSG00000172183	ISG20	protein_coding	interferon stimulated exonuclease gene 20 
812	ENSG00000112137.19	PHACTR1	PHACTR1-203	6	 13272730	 13287454	+	2	9.66095421293098	1.09572326521436e-06	5.8254070914541e-05	-2.44374578205024	30.0066079152715	5.32114351911693	ENSG00000112137	PHACTR1	protein_coding	phosphatase and actin regulator 1 
814	ENSG00000185668.8	POU3F1	POU3F1-201	1	 38043829	 38046793	-	1	6.66828588488777	1.11614393999679e-06	5.90354287032149e-05	2.06578706156477	8.04657571153459	34.2607628964277	ENSG00000185668	POU3F1	protein_coding	POU class 3 homeobox 1 
815	ENSG00000188859.7	FAM78B	FAM78B-201	1	166070020	166166969	-	3	9.64359868147058	1.15305912660243e-06	6.0362932926783e-05	4.25143675078095	0.735087908163717	11.3492901103546	ENSG00000188859	FAM78B	protein_coding	family with sequence similarity 78 member B 
818	ENSG00000206190.13	ATP10A	ATP10A-212	15	 25719150	 25863343	-	2	5.40442594648991	1.15879975950194e-06	6.0362932926783e-05	6.88411634710699	0.157872205280172	14.1585290608197	ENSG00000206190	ATP10A	protein_coding	ATPase phospholipid transporting 10A (putative) 
820	ENSG00000105825.14	TFPI2	TFPI2-201	7	 93885396	 93890753	-	2	6.20505573371563	1.15286035276367e-06	6.0362932926783e-05	5.85461310328493	0.551996074844343	19.2278345775391	ENSG00000105825	TFPI2	protein_coding	tissue factor pathway inhibitor 2 
823	ENSG00000165025.15	SYK	SYK-201	9	 90827488	 90898549	+	3	16.6457890926417	1.16894373799623e-06	6.05853553451915e-05	-1.83440317967339	58.7925598976875	17.0496701356847	ENSG00000165025	SYK	protein_coding	spleen associated tyrosine kinase 
830	ENSG00000005059.16	MCUB	MCUB-201	4	109560246	109688719	+	2	11.0749477193028	1.23023770547944e-06	6.31277198722137e-05	-1.27211974734476	73.4840457786259	30.0734804944918	ENSG00000005059	MCUB	protein_coding	mitochondrial calcium uniporter dominant negative subunit beta 
832	ENSG00000147889.18	CDKN2A	CDKN2A-201	9	 21967752	 21974857	-	5	13.3029413841729	1.281733290379e-06	6.54445403810345e-05	-3.37921661872142	52.7352565559206	5.49340283476353	ENSG00000147889	CDKN2A	protein_coding	cyclin dependent kinase inhibitor 2A 
837	ENSG00000132185.18	FCRLA	FCRLA-201	1	161707229	161714352	+	2	8.51949857896411	1.34392991676272e-06	6.82822323226144e-05	-1.62266390228873	48.5042712997445	17.3436020240819	ENSG00000132185	FCRLA	protein_coding	Fc receptor like A 
839	ENSG00000109787.13	KLF3	KLF3-201	4	 38664199	 38701517	+	2	8.63989023971731	1.366358829064e-06	6.90814949165003e-05	-2.61796416016025	13.0090131291695	1.99419837049208	ENSG00000109787	KLF3	protein_coding	Kruppel like factor 3 
841	ENSG00000257891.1			14	 18929581	 18934078	+	2	4.10410756893316	1.38329881377412e-06	6.95967998305672e-05	9.00318426868254	0	43.1410653648611	ENSG00000257891		lncRNA	novel transcript
843	ENSG00000291074.1	CCDC144NL	CCDC144NL-203	17	 20866663	 20868225	-	2	3.79141813209337	1.40754895580862e-06	7.04731064573306e-05	8.62266539483365	0.0815032882960085	24.5878303034964	ENSG00000291074	CCDC144NL	lncRNA	CCDC144A N-terminal pseudogene 
845	ENSG00000162374.18	ELAVL4	ELAVL4-203	1	 50109833	 50203770	+	2	4.06616408187971	1.44111362750231e-06	7.14598363175903e-05	11.4429587851961	0	15.5583351802309	ENSG00000162374	ELAVL4	protein_coding	ELAV like RNA binding protein 4 
852	ENSG00000115159.16	GPD2	GPD2-201	2	156435441	156586403	+	5	21.0051638174687	1.46687203149868e-06	7.23890819754898e-05	-1.91423169922634	71.1227150354189	18.7966758005054	ENSG00000115159	GPD2	protein_coding	glycerol-3-phosphate dehydrogenase 2 
857	ENSG00000124145.6	SDC4	SDC4-201	20	 45325288	 45348424	-	1	6.12235551995647	1.49426229720346e-06	7.33896253969354e-05	2.3436074525435	4.69318997142198	26.3411184444663	ENSG00000124145	SDC4	protein_coding	syndecan 4 
858	ENSG00000274827.4	LINC01297	LINC01297-202	14	 19348216	 19384587	-	1	4.05086077637064	1.50579806160683e-06	7.36056929261274e-05	10.9155870346188	0.0239114073738973	37.8041836720585	ENSG00000274827	LINC01297	lncRNA	long intergenic non-protein coding RNA 1297 
859	ENSG00000108381.11	ASPA	ASPA-201	17	  3475997	  3503405	+	2	5.0238743846886	1.55077579132524e-06	7.54467052440023e-05	5.30952554295431	0.27527250797514	5.63593102654225	ENSG00000108381	ASPA	protein_coding	aspartoacylase 
869	ENSG00000122547.11	EEPD1	EEPD1-202	7	 36297144	 36299725	+	2	4.89396815297441	1.75290123717283e-06	8.37010340750029e-05	6.82701468446702	0.155254655528017	25.4257486009374	ENSG00000122547	EEPD1	protein_coding	endonuclease/exonuclease/phosphatase family domain containing 1 
882	ENSG00000086717.19	PPEF1	PPEF1-204	X	 18707645	 18827917	+	1	3.15752829298329	1.8002590886695e-06	8.53949344577378e-05	7.84014889828548	0.112170714468492	31.6986493138518	ENSG00000086717	PPEF1	protein_coding	protein phosphatase with EF-hand domain 1 
888	ENSG00000089486.17	CDIP1	CDIP1-202	16	  4511933	  4538773	-	4	13.7670316767694	1.89819456791029e-06	8.89908126064851e-05	-2.30598932504427	24.9406516021487	5.73370215475022	ENSG00000089486	CDIP1	protein_coding	cell death inducing p53 target 1 
896	ENSG00000118263.16	KLF7	KLF7-201	2	207074137	207165948	-	1	5.19822148935995	2.01972952334703e-06	9.38355419090145e-05	3.46944807446915	1.23256330913634	15.885979670311	ENSG00000118263	KLF7	protein_coding	Kruppel like factor 7 
897	ENSG00000140199.13	SLC12A6	SLC12A6-201	15	 34229996	 34318779	-	3	13.4160936592673	2.04237134412304e-06	9.44619643196638e-05	-1.36851677292546	21.4866032172294	9.01737478327828	ENSG00000140199	SLC12A6	protein_coding	solute carrier family 12 member 6 
