seqnames	start	end	width	strand	V4	V5	V6	V7	V8	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj	countsa	countsb
chr22	47057785	47059420	1636	*	peak_24699	1.62541307448005	1.17067931673964e-31	1028	212	Intron (ENST00000380995.5/25771, intron 12 of 13)	22	47115838	47117215	1378	2	124905139	ENST00000639527.1	57795	NA	LOC124905139	uncharacterized protein UNQ6126/PRO20091	NA	NA	NA	NA	NA
chr18	14826876	14827390	515	*	peak_16280	-1.56736307484853	1.30549195209569e-31	516	938	Intron (ENST00000690538.1/374860, intron 32 of 43)	18	14830166	14830242	77	1	100422907	ENST00000581101.1	-2776	ENSG00000265499	MIR3156-2	microRNA 3156-2	NA	NA	NA	NA	NA
chrX	153489844	153492322	2479	*	peak_35331	1.82085073691132	1.30549195209569e-31	1164	182	Intron (ENST00000370210.3/55559, intron 1 of 5)	23	153494980	153509546	14567	1	633	ENST00000331595.9	-2658	ENSG00000182492	BGN	biglycan	NA	NA	NA	NA	NA
chr3	52018682	52020040	1359	*	peak_25937	1.83741327867408	1.61300441067265e-31	986	166	Distal Intergenic	3	51994935	51995895	961	2	6159	ENST00000486565.1	-22787	ENSG00000162244	RPL29	ribosomal protein L29	NA	NA	NA	NA	NA
chr16	2986625	2992386	5762	*	peak_11771	1.32567467421689	1.70871051748708e-31	4230	888	Promoter (<=1kb)	16	2988256	3002016	13761	1	283875	ENST00000573315.2	0	ENSG00000262152	GREP1	glycine rich extracellular protein 1	NA	NA	NA	NA	NA
chr16	20610006	20615254	5249	*	peak_12173	1.22509217329982	2.07449229356333e-31	5042	1262	Promoter (<=1kb)	16	20610243	20775920	165678	1	6296	ENST00000568235.5	0	ENSG00000005187	ACSM3	acyl-CoA synthetase medium chain family member 3	NA	NA	NA	NA	NA
chr22	19998664	20000718	2055	*	peak_23140	1.20472124519757	2.07449229356333e-31	2078	554	Intron (ENST00000263207.8/421, intron 2 of 19)	22	19971228	19990794	19567	2	421	ENST00000406259.1	-7870	ENSG00000099889	ARVCF	ARVCF delta catenin family member	NA	NA	NA	NA	NA
chr8	144328185	144330557	2373	*	peak_33776	1.34480336920449	2.07449229356333e-31	2054	510	Promoter (1-2kb)	8	144316325	144326910	10586	2	8694	ENST00000332324.5	-1275	ENSG00000185000	DGAT1	diacylglycerol O-acyltransferase 1	NA	NA	NA	NA	NA
chr1	54260251	54261279	1029	*	peak_2001	2.12799672695556	2.26280141313754e-31	622	86	Intron (ENST00000610401.6/23648, intron 5 of 17)	1	54239096	54257266	18171	2	23648	ENST00000420121.5	-2985	ENSG00000157216	SSBP3	single stranded DNA binding protein 3	NA	NA	NA	NA	NA
chr1	25054512	25056958	2447	*	peak_882	1.98121861721638	2.34702839703854e-31	1404	220	Intron (ENST00000789033.1/ENST00000789033.1, intron 1 of 1)	1	25041136	25047404	6269	1	105376879	ENST00000648363.1	13376	NA	LINC02793	long intergenic non-protein coding RNA 2793	NA	NA	NA	NA	NA
chr2	240743664	240746708	3045	*	peak_20924	1.5711766058841	2.34702839703854e-31	1224	240	Promoter (<=1kb)	2	240713816	240744687	30872	2	547	ENST00000492812.6	0	ENSG00000130294	KIF1A	kinesin family member 1A	NA	NA	NA	NA	NA
chr15	69576866	69578022	1157	*	peak_10753	1.88883051043865	2.89589064440001e-31	816	146	Intron (ENST00000674319.2/145837, intron 6 of 8)	15	69570785	69633371	62587	1	104472713	ENST00000643306.1	6081	ENSG00000245750	PCAT29	prostate cancer associated transcript 29	NA	NA	NA	NA	NA
chr8	143573795	143576676	2882	*	peak_33694	1.2357485922993	2.89589064440001e-31	2812	706	Promoter (<=1kb)	8	143574785	143575323	539	2	93100	ENST00000529179.1	0	ENSG00000147813	NAPRT	nicotinate phosphoribosyltransferase	NA	NA	NA	NA	NA
chr7	1843766	1845422	1657	*	peak_30659	1.78657065284722	3.07034113420506e-31	1046	180	Promoter (<=1kb)	7	1845300	1849931	4632	1	100127955	ENST00000480694.2	0	NA	LOC100127955	uncharacterized LOC100127955	NA	NA	NA	NA	NA
chr2	26612512	26614071	1560	*	peak_18577	1.81602038371502	3.24727709313772e-31	1338	224	Intron (ENST00000288861.5/130106, intron 3 of 6)	2	26581207	26605563	24357	2	130106	ENST00000403670.7	-6949	ENSG00000157884	CIB4	calcium and integrin binding family member 4	NA	NA	NA	NA	NA
chr3	126421497	126423569	2073	*	peak_26423	1.48761552083197	3.57085044794726e-31	2108	458	Promoter (1-2kb)	3	126419766	126420850	1085	1	348807	ENST00000507830.1	1731	ENSG00000163885	CFAP100	cilia and flagella associated protein 100	NA	NA	NA	NA	NA
chr8	143471895	143474626	2732	*	peak_33675	1.24933146362089	4.43342629064154e-31	2522	590	Intron (ENST00000262577.6/23144, intron 5 of 11)	8	143484497	143507840	23344	2	23144	ENST00000528401.1	33214	ENSG00000014164	ZC3H3	zinc finger CCCH-type containing 3	NA	NA	NA	NA	NA
chr11	70499870	70501920	2051	*	peak_6822	1.64580769802392	6.54490699305504e-31	1344	260	Exon (ENST00000601538.6/22941, exon 21 of 26)	11	70469435	70487720	18286	2	22941	ENST00000654939.1	-12150	ENSG00000162105	SHANK2	SH3 and multiple ankyrin repeat domains 2	NA	NA	NA	NA	NA
chr1	53274606	53276359	1754	*	peak_1915	2.1422180815761	6.65752281867434e-31	1012	156	Promoter (<=1kb)	1	53264216	53276707	12492	2	7804	ENST00000475501.2	348	ENSG00000157193	LRP8	LDL receptor related protein 8	NA	NA	NA	NA	NA
chr7	64300491	64301342	852	*	peak_31350	-1.39073643375024	8.81746675348845e-31	510	830	Promoter (<=1kb)	7	64294505	64300605	6101	2	105375322	ENST00000752311.1	0	NA	LOC105375322	uncharacterized LOC105375322	NA	NA	NA	NA	NA
chr22	21022459	21023923	1465	*	peak_23261	1.83039938096467	9.64835695232703e-31	1132	190	Promoter (<=1kb)	22	21023349	21026597	3249	1	9127	ENST00000487342.1	0	ENSG00000099957	P2RX6	purinergic receptor P2X 6	NA	NA	NA	NA	NA
chr1	201250528	201252553	2026	*	peak_2953	1.46426381862873	1.01801290078615e-30	1410	290	Distal Intergenic	1	201283452	201332993	49542	1	5317	ENST00000263946.7	-30899	ENSG00000081277	PKP1	plakophilin 1	NA	NA	NA	NA	NA
chr12	122987768	122992282	4515	*	peak_8590	1.32011016547984	1.07858185024271e-30	3106	724	Exon (ENST00000280562.9/57605, exon 16 of 25)	12	122981953	122982908	956	1	51329	ENST00000536073.1	5815	ENSG00000182196	ARL6IP4	ARF like GTPase 6 interacting protein 4	NA	NA	NA	NA	NA
chr10	79254190	79255569	1380	*	peak_4599	1.55993054491794	1.20592584797512e-30	1174	236	Intron (ENST00000334512.10/57178, intron 7 of 24)	10	79243669	79291085	47417	1	57178	ENST00000472035.5	10521	ENSG00000108175	ZMIZ1	zinc finger MIZ-type containing 1	NA	NA	NA	NA	NA
chr20	62764649	62766401	1753	*	peak_22384	1.44367171044681	1.24653863915125e-30	1442	292	Distal Intergenic	20	62756631	62762771	6141	1	4923	ENST00000482259.1	8018	ENSG00000101188	NTSR1	neurotensin receptor 1	NA	NA	NA	NA	NA
chr17	81259003	81261419	2417	*	peak_15829	1.68507627997664	1.3262671092118e-30	1656	292	Exon (ENST00000374759.8/124565, exon 11 of 16)	17	81246178	81252273	6096	2	124565	ENST00000540966.5	-6730	ENSG00000157637	SLC38A10	solute carrier family 38 member 10	NA	NA	NA	NA	NA
chr1	156936745	156939266	2522	*	peak_2672	1.33092005033021	1.34619052647176e-30	1732	396	Promoter (<=1kb)	1	156936816	156939740	2925	2	9826	ENST00000492592.1	474	ENSG00000132694	ARHGEF11	Rho guanine nucleotide exchange factor 11	NA	NA	NA	NA	NA
chr8	133753104	133753721	618	*	peak_32965	-1.1141135567224	1.4165811931865e-30	1106	1476	Distal Intergenic	8	133775551	133777352	1802	2	101927798	ENST00000517380.1	23631	ENSG00000253165	LOC101927798	uncharacterized LOC101927798	NA	NA	NA	NA	NA
chr3	13059811	13061305	1495	*	peak_25103	1.76568835331571	1.44985240491514e-30	1022	188	Intron (ENST00000613206.2/9922, intron 1 of 13)	3	12897043	13073429	176387	2	9922	ENST00000613206.2	12124	ENSG00000144711	IQSEC1	IQ motif and Sec7 domain ArfGEF 1	NA	NA	NA	NA	NA
chr8	142280046	142282446	2401	*	peak_33467	1.28835339533073	2.14172128341153e-30	2170	524	Promoter (<=1kb)	8	142271567	142279997	8431	2	203062	ENST00000521825.1	-49	ENSG00000171045	TSNARE1	t-SNARE domain containing 1	NA	NA	NA	NA	NA
chr3	46867292	46869150	1859	*	peak_25582	1.40191391892524	2.14230867003269e-30	1372	324	Intron (ENST00000654597.1/4634, intron 1 of 8)	3	46857873	46863444	5572	2	4634	ENST00000713934.1	-3848	ENSG00000160808	MYL3	myosin light chain 3	NA	NA	NA	NA	NA
chr10	124599054	124601312	2259	*	peak_5324	1.41249857556496	2.5397079546275e-30	1476	356	Intron (ENST00000368842.10/64077, intron 6 of 6)	10	124605200	124613425	8226	1	64077	ENST00000486535.1	-3888	ENSG00000107902	LHPP	phospholysine phosphohistidine inorganic pyrophosphate phosphatase	NA	NA	NA	NA	NA
chr8	143805560	143808345	2786	*	peak_33715	1.25793706596005	3.18412598352568e-30	3456	766	Promoter (<=1kb)	8	143804568	143805435	868	2	23513	ENST00000674065.1	-125	ENSG00000180900	SCRIB	scribble planar cell polarity protein	NA	NA	NA	NA	NA
chr8	121096558	121097013	456	*	peak_32690	-1.53214444682088	3.24072511790378e-30	440	754	Intron (ENST00000517739.1/ENST00000517739.1, intron 2 of 3)	8	121140049	121145077	5029	2	124902010	ENST00000721799.1	48064	ENSG00000294187	LOC124902010	uncharacterized LOC124902010	NA	NA	NA	NA	NA
chr3	49111389	49112892	1504	*	peak_25700	1.76298465092196	3.28587890741259e-30	946	204	Promoter (<=1kb)	3	49110013	49110757	745	2	10869	ENST00000483667.1	-632	ENSG00000172046	USP19	ubiquitin specific peptidase 19	NA	NA	NA	NA	NA
chr1	47212824	47213972	1149	*	peak_1823	2.05506584111478	3.60782617665895e-30	608	104	Distal Intergenic	1	47218688	47224076	5389	2	6886	ENST00000459729.1	10104	ENSG00000162367	TAL1	TAL bHLH transcription factor 1, erythroid differentiation factor	NA	NA	NA	NA	NA
chr14	72686098	72686557	460	*	peak_9740	-1.61256691828903	3.9859618556042e-30	306	572	Intron (ENST00000556509.6/8110, intron 7 of 10)	14	72671000	72679302	8303	2	8110	ENST00000556891.5	-6796	ENSG00000205683	DPF3	double PHD fingers 3	NA	NA	NA	NA	NA
chr9	33922780	33924601	1822	*	peak_33924	1.24652466461979	4.04782544085457e-30	1736	444	Promoter (<=1kb)	9	33922262	33923094	833	2	55833	ENST00000684245.1	0	ENSG00000137073	UBAP2	ubiquitin associated protein 2	NA	NA	NA	NA	NA
chr17	4513347	4515993	2647	*	peak_13548	1.65442401784093	4.31024429239708e-30	1316	262	Intron (ENST00000329078.8/124976, intron 2 of 12)	17	4496031	4499913	3883	2	107985053	ENST00000416958.2	-13434	NA	SPNS2-AS1	SPNS2 antisense RNA 1	NA	NA	NA	NA	NA
chr10	72327919	72330275	2357	*	peak_4411	1.20405592320404	4.78509539371244e-30	2006	540	Distal Intergenic	10	72335557	72336865	1309	2	54788	ENST00000473051.1	6590	ENSG00000148719	DNAJB12	DnaJ heat shock protein family (Hsp40) member B12	NA	NA	NA	NA	NA
chr8	142378522	142380703	2182	*	peak_33487	1.19541354838051	5.833691321135e-30	2514	682	Intron (ENST00000524325.6/203062, intron 1 of 13)	8	142344260	142402888	58629	2	203062	ENST00000520462.5	22185	ENSG00000171045	TSNARE1	t-SNARE domain containing 1	NA	NA	NA	NA	NA
chr11	65868875	65871596	2722	*	peak_6546	1.4049741500673	7.84760442480783e-30	1494	344	Promoter (<=1kb)	11	65866442	65869922	3481	2	30008	ENST00000526628.5	0	ENSG00000172638	EFEMP2	EGF containing fibulin extracellular matrix protein 2	NA	NA	NA	NA	NA
chr22	23834609	23838213	3605	*	peak_23498	1.42404582667603	9.76506131399382e-30	2446	536	Promoter (<=1kb)	22	23834503	23836514	2012	2	91319	ENST00000464023.1	0	ENSG00000099958	DERL3	derlin 3	NA	NA	NA	NA	NA
chr2	131517114	131518224	1111	*	peak_20134	2.52790508160554	1.06306338918486e-29	636	70	Exon (ENST00000415574.6/150776, exon 14 of 19)	2	131527675	131530180	2506	1	90557	ENST00000465939.1	-9451	ENSG00000163040	CCDC74A	coiled-coil domain containing 74A	NA	NA	NA	NA	NA
chr10	70537208	70539955	2748	*	peak_4189	1.96192993409897	1.33117995184168e-29	1874	288	Promoter (<=1kb)	10	70538172	70568378	30207	1	27143	ENST00000697574.1	0	ENSG00000107719	PALD1	phosphatase domain containing paladin 1	NA	NA	NA	NA	NA
chr2	128448252	128450442	2191	*	peak_20000	1.37199553220773	1.4934214621197e-29	1792	428	Intron (ENST00000767752.1/ENST00000767752.1, intron 1 of 1)	2	128375963	128379087	3125	2	105373610	ENST00000824952.1	-69165	NA	LOC105373610	uncharacterized LOC105373610	NA	NA	NA	NA	NA
chr17	29162010	29163775	1766	*	peak_13998	1.56187646771641	1.8448234572428e-29	1058	202	Promoter (1-2kb)	17	29133761	29165481	31721	2	399687	ENST00000590565.1	1706	ENSG00000196535	MYO18A	myosin XVIIIA	NA	NA	NA	NA	NA
chr3	127028010	127029722	1713	*	peak_26485	1.77284813798844	2.34012663632775e-29	830	142	Promoter (<=1kb)	3	127028777	127029529	753	1	5361	ENST00000503363.1	0	ENSG00000114554	PLXNA1	plexin A1	NA	NA	NA	NA	NA
chr17	81526670	81529758	3089	*	peak_15868	1.25471881141221	2.49285351560796e-29	2988	716	Promoter (<=1kb)	17	81528377	81537130	8754	1	25794	ENST00000417245.7	0	ENSG00000186765	FSCN2	fascin actin-bundling protein 2, retinal	NA	NA	NA	NA	NA
chr22	19525762	19527600	1839	*	peak_23073	1.52518082266238	2.6514191971529e-29	1684	346	Promoter (<=1kb)	22	19523024	19527545	4522	2	7122	ENST00000406028.1	0	ENSG00000184113	CLDN5	claudin 5	NA	NA	NA	NA	NA
chr2	20989565	20990462	898	*	peak_18451	1.64865785252351	3.39114918205727e-29	906	192	Distal Intergenic	2	21024170	21043962	19793	2	338	ENST00000399256.4	53500	ENSG00000084674	APOB	apolipoprotein B	NA	NA	NA	NA	NA
chr9	135685842	135687301	1460	*	peak_34994	1.78366650044811	3.39694029491587e-29	736	136	Distal Intergenic	9	135678012	135679435	1424	1	105376318	ENST00000835800.1	7830	ENSG00000308691	LOC105376318	uncharacterized LOC105376318	NA	NA	NA	NA	NA
chr16	56348303	56350220	1918	*	peak_12592	1.30353557506494	3.49521665115544e-29	1436	352	Intron (ENST00000568375.3/2775, intron 6 of 6)	16	56340296	56348132	7837	1	2775	ENST00000564798.2	8007	ENSG00000087258	GNAO1	G protein subunit alpha o1	NA	NA	NA	NA	NA
chr10	71234676	71236681	2006	*	peak_4272	1.55986291796118	3.60427875495753e-29	1640	366	Intron (ENST00000335350.10/219699, intron 1 of 16)	10	71246418	71251602	5185	1	112268061	ENST00000826306.1	-9737	NA	LOC112268061	uncharacterized LOC112268061	NA	NA	NA	NA	NA
chr16	3575132	3576338	1207	*	peak_11812	1.48014997253561	3.62262396095313e-29	1068	222	Promoter (<=1kb)	16	3541825	3577288	35464	2	197358	ENST00000324659.12	950	ENSG00000167984	NLRC3	NLR family CARD domain containing 3	NA	NA	NA	NA	NA
chr10	71071158	71073334	2177	*	peak_4255	1.28320147951938	4.98397142716621e-29	1854	492	Intron (ENST00000646051.1/105378350, intron 3 of 4)	10	71002920	71005788	2869	2	105378351	ENST00000819098.1	-65370	ENSG00000306492	LOC105378351	uncharacterized LOC105378351	NA	NA	NA	NA	NA
chr17	81466767	81468607	1841	*	peak_15858	1.93363781169069	5.32929835492807e-29	1232	184	Exon (ENST00000752699.1/ENST00000752699.1, exon 2 of 2)	17	81462559	81463755	1197	1	57597	ENST00000582709.1	4208	ENSG00000266074	BAHCC1	BAH domain and coiled-coil containing 1	NA	NA	NA	NA	NA
chr22	30368907	30373232	4326	*	peak_23794	1.00729861524422	5.33425873629838e-29	4230	1232	Promoter (<=1kb)	22	30373692	30376827	3136	1	550631	ENST00000482413.1	-460	ENSG00000187860	CCDC157	coiled-coil domain containing 157	NA	NA	NA	NA	NA
chr22	42383020	42385158	2139	*	peak_24328	1.57536193122929	5.38327657052979e-29	1182	246	3' UTR	22	42364387	42369300	4914	2	102723775	ENST00000653912.3	-13720	ENSG00000229891	LINC01315	long intergenic non-protein coding RNA 1315	NA	NA	NA	NA	NA
chr3	127369340	127370431	1092	*	peak_26507	2.04179371268915	5.38327657052979e-29	670	112	Promoter (1-2kb)	3	127322430	127371553	49124	2	101927123	ENST00000654968.1	1122	ENSG00000244215	LINC02016	long intergenic non-protein coding RNA 2016	NA	NA	NA	NA	NA
chr1	37035800	37036991	1192	*	peak_1441	1.68766873507583	5.47282184787445e-29	898	154	Promoter (1-2kb)	1	36795527	37034515	238989	2	2899	ENST00000373091.8	-1285	ENSG00000163873	GRIK3	glutamate ionotropic receptor kainate type subunit 3	NA	NA	NA	NA	NA
chr10	79269514	79271555	2042	*	peak_4602	1.3270293071294	5.56742287410085e-29	1736	404	Intron (ENST00000334512.10/57178, intron 7 of 24)	10	79277179	79296935	19757	1	57178	ENST00000478357.1	-5624	ENSG00000108175	ZMIZ1	zinc finger MIZ-type containing 1	NA	NA	NA	NA	NA
chr22	25804206	25805924	1719	*	peak_23631	1.55949353827165	5.8406074806654e-29	1364	286	Intron (ENST00000536101.5/84700, intron 12 of 42)	22	25770027	26027766	257740	1	84700	ENST00000418374.6	34179	ENSG00000133454	MYO18B	myosin XVIIIB	NA	NA	NA	NA	NA
chr18	14174430	14175237	808	*	peak_16269	2.01901731573938	7.70660681683141e-29	754	94	Intron (ENST00000800872.1/ENST00000800872.1, intron 1 of 3)	18	14178898	14192514	13617	1	440482	ENST00000800080.1	-3661	ENSG00000293697	ANKRD20A5P	ankyrin repeat domain 20 family member A5, pseudogene	NA	NA	NA	NA	NA
chr2	20210460	20212268	1809	*	peak_18412	1.37901014026412	8.12852758564162e-29	1596	368	Intron (ENST00000254351.9/6382, intron 1 of 4)	2	20204002	20223388	19387	2	6382	ENST00000482879.5	11120	ENSG00000115884	SDC1	syndecan 1	NA	NA	NA	NA	NA
chr8	142594887	142596537	1651	*	peak_33538	1.64409872455769	8.50325361609201e-29	1716	328	Distal Intergenic	8	142612065	142612702	638	2	23237	ENST00000581404.1	16165	ENSG00000198576	ARC	activity regulated cytoskeleton associated protein	NA	NA	NA	NA	NA
chr17	79100630	79102805	2176	*	peak_15603	1.55109789287813	8.75847494919028e-29	1604	326	Promoter (<=1kb)	17	79090847	79100410	9564	2	146713	ENST00000578998.1	-220	ENSG00000167281	RBFOX3	RNA binding fox-1 homolog 3	NA	NA	NA	NA	NA
chr8	143580279	143584279	4001	*	peak_33695	1.09702358644454	9.34286756055099e-29	3276	962	Promoter (<=1kb)	8	143579728	143580637	910	2	1936	ENST00000529576.5	0	ENSG00000104529	EEF1D	eukaryotic translation elongation factor 1 delta	NA	NA	NA	NA	NA
chr2	2054111	2055060	950	*	peak_18035	-1.28924040232306	9.90120520894987e-29	712	978	5' UTR	2	1973304	1979777	6474	2	23040	ENST00000485348.3	-74334	ENSG00000186487	MYT1L	myelin transcription factor 1 like	NA	NA	NA	NA	NA
chr16	88477793	88480704	2912	*	peak_13332	1.23299932802434	1.00256708495996e-28	1626	432	Intron (ENST00000319555.8/161882, intron 1 of 9)	16	88468918	88469031	114	1	100847057	ENST00000577370.1	8875	ENSG00000263456	MIR5189	microRNA 5189	NA	NA	NA	NA	NA
chr18	7879699	7880215	517	*	peak_16105	-1.24073417512858	1.11126533889047e-28	696	1072	Intron (ENST00000332175.12/5797, intron 2 of 30)	18	7946870	8069712	122843	1	5797	ENST00000578916.2	-66655	ENSG00000173482	PTPRM	protein tyrosine phosphatase receptor type M	NA	NA	NA	NA	NA
chr7	27975131	27975625	495	*	peak_30889	-1.40724109054562	1.12129913554854e-28	522	802	Intron (ENST00000427814.5/221895, intron 1 of 3)	7	27830573	27992056	161484	2	221895	ENST00000427814.5	16431	ENSG00000153814	JAZF1	JAZF zinc finger 1	NA	NA	NA	NA	NA
chr12	39232278	39232975	698	*	peak_7946	-1.71908071845802	1.44090343591959e-28	232	490	Distal Intergenic	12	39293228	39312826	19599	2	55605	ENST00000547733.1	79851	ENSG00000139116	KIF21A	kinesin family member 21A	NA	NA	NA	NA	NA
chr1	191558222	191558690	469	*	peak_2913	-1.94122455009189	1.81627666106964e-28	146	372	Distal Intergenic	1	191823432	192010781	187350	1	107985457	ENST00000664489.1	-264742	NA	LINC02770	long intergenic non-protein coding RNA 2770	NA	NA	NA	NA	NA
chr11	61481904	61482965	1062	*	peak_6263	1.95268756927293	1.85144959038487e-28	744	118	Promoter (<=1kb)	11	61481120	61490928	9809	1	220004	ENST00000432063.6	784	ENSG00000162148	SAXO4	stabilizer of axonemal microtubules 4	NA	NA	NA	NA	NA
chr15	41860782	41864425	3644	*	peak_10386	1.25763873216745	1.8559178908991e-28	2174	602	Exon (ENST00000320955.8/51332, exon 40 of 68)	15	41866495	41866551	57	2	100423013	ENST00000582950.1	2126	ENSG00000264850	MIR4310	microRNA 4310	NA	NA	NA	NA	NA
chr18	14501740	14502863	1124	*	peak_16276	1.90093778165183	1.86120863977769e-28	748	120	Distal Intergenic	18	14492906	14499415	6510	2	440224	ENST00000740705.1	-2325	ENSG00000293262	CXADRP3	CXADR pseudogene 3	NA	NA	NA	NA	NA
chr22	44279974	44283577	3604	*	peak_24489	1.09886803560435	1.99735663540396e-28	2306	620	Intron (ENST00000381176.5/85352, intron 4 of 4)	22	44312936	44315159	2224	1	101927499	ENST00000755912.1	-29359	ENSG00000298486	LOC101927499	uncharacterized LOC101927499	NA	NA	NA	NA	NA
chr12	171768	174551	2784	*	peak_7456	1.24481197249197	2.16911527906132e-28	2572	658	Intron (ENST00000538872.6/440073, intron 13 of 13)	12	169055	175359	6305	1	440073	ENST00000537151.1	2713	ENSG00000120645	IQSEC3	IQ motif and Sec7 domain ArfGEF 3	NA	NA	NA	NA	NA
chr8	123579529	123580391	863	*	peak_32727	-1.44623353355949	2.19435135078697e-28	688	1116	Distal Intergenic	8	123613874	123667251	53378	1	105375738	ENST00000836609.1	-33483	NA	LOC105375738	uncharacterized LOC105375738	NA	NA	NA	NA	NA
chr17	75619208	75622637	3430	*	peak_15413	1.32584412611274	2.22109682073637e-28	2074	512	Promoter (<=1kb)	17	75619879	75620921	1043	1	80022	ENST00000583140.5	0	ENSG00000266714	MYO15B	myosin XVB	NA	NA	NA	NA	NA
chr11	1481756	1483890	2135	*	peak_5639	1.82312818342603	2.62343100887384e-28	858	152	Promoter (<=1kb)	11	1480665	1481585	921	2	81532	ENST00000529897.1	-171	ENSG00000182208	MOB2	MOB kinase activator 2	NA	NA	NA	NA	NA
chr20	63427566	63431352	3787	*	peak_22501	1.13857288217667	2.6399624741295e-28	3904	972	3' UTR	20	63428367	63433476	5110	2	3785	ENST00000636638.1	2124	ENSG00000075043	KCNQ2	potassium voltage-gated channel subfamily Q member 2	NA	NA	NA	NA	NA
chr17	58044305	58044906	602	*	peak_14828	-1.4136863577864	2.6413112483367e-28	442	744	Distal Intergenic	17	58050789	58060739	9951	2	105371840	ENST00000649559.1	15833	NA	LOC105371840	uncharacterized LOC105371840	NA	NA	NA	NA	NA
chr17	73545173	73547554	2382	*	peak_15195	1.14546295760642	3.08354073508972e-28	2378	616	Intron (ENST00000392650.8/54549, intron 1 of 44)	17	73513612	73521407	7796	1	101928251	ENST00000583712.2	31561	ENSG00000264985	LOC101928251	uncharacterized LOC101928251	NA	NA	NA	NA	NA
