# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-F" "SAF" "-a" "purple.AM.union.saf" "-o" "counts_featureCounts.txt" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_1/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_2/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_3/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_1/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_2/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_3/human.30_120.bam" 
Geneid	Chr	Start	End	Strand	Length	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_1/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_2/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_3/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_1/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_2/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_3/human.30_120.bam
peak_362	chr1	30642059	30642857	.	799	312	634	686	374	560	324
peak_363	chr1	30648594	30649746	.	1153	796	1206	1384	788	846	646
peak_364	chr1	30656579	30658322	.	1744	698	1546	1568	724	924	698
peak_365	chr1	30706628	30707544	.	917	600	1134	1056	620	850	598
peak_366	chr1	30756637	30757070	.	434	348	604	582	308	556	340
peak_367	chr1	30787298	30788443	.	1146	480	870	894	238	262	216
peak_368	chr1	30797686	30798400	.	715	352	554	540	360	462	316
peak_369	chr1	30816428	30817380	.	953	596	1236	1152	684	1016	726
peak_370	chr1	30858619	30859308	.	690	276	632	776	552	668	458
peak_371	chr1	30861637	30862070	.	434	266	330	432	284	332	234
peak_372	chr1	30892511	30893266	.	756	420	748	732	468	680	396
peak_373	chr1	30905759	30906678	.	920	554	944	914	738	808	492
peak_374	chr1	30911155	30914168	.	3014	1488	2592	2626	1218	1146	844
peak_375	chr1	31183046	31183422	.	377	318	466	482	396	420	272
peak_376	chr1	31186456	31187720	.	1265	700	1432	1350	580	666	576
peak_377	chr1	31368431	31369613	.	1183	468	758	778	428	516	282
peak_378	chr1	31394629	31395088	.	460	336	844	894	524	774	512
peak_379	chr1	31409957	31411951	.	1995	980	1388	1502	864	940	588
peak_380	chr1	31505677	31506307	.	631	324	640	688	400	636	358
peak_381	chr1	31702567	31704926	.	2360	1198	2014	2030	1130	1264	896
peak_382	chr1	31705289	31706741	.	1453	690	1128	1196	804	920	642
peak_383	chr1	31745277	31746599	.	1323	824	1478	1588	856	1098	732
peak_384	chr1	31758972	31761495	.	2524	1172	1968	2296	1218	1580	1210
peak_385	chr1	31764459	31765387	.	929	750	1120	1092	760	1088	714
peak_386	chr1	31769707	31770417	.	711	434	924	940	534	842	474
peak_387	chr1	31781824	31782248	.	425	324	554	600	286	412	354
peak_388	chr1	31830064	31831114	.	1051	622	1064	1156	658	886	588
peak_389	chr1	31939528	31940166	.	639	536	1036	906	636	828	526
peak_390	chr1	32107876	32108820	.	945	464	1010	1196	516	738	424
peak_391	chr1	32199690	32200038	.	349	238	354	360	282	466	286
peak_392	chr1	32236174	32236551	.	378	286	476	518	504	554	440
peak_393	chr1	32498814	32499494	.	681	324	498	406	526	668	444
peak_394	chr1	32716718	32717056	.	339	228	468	622	238	378	234
peak_395	chr1	32729690	32730273	.	584	216	420	432	302	382	354
peak_396	chr1	32875235	32875960	.	726	374	640	588	404	552	366
peak_397	chr1	32887060	32888105	.	1046	578	750	690	1014	1218	878
peak_398	chr1	32888236	32888867	.	632	408	752	784	458	572	408
peak_399	chr1	32891023	32891959	.	937	402	790	802	656	696	452
peak_400	chr1	33099177	33099915	.	739	638	1240	986	576	680	434
peak_401	chr1	33119624	33120222	.	599	284	408	430	354	448	310
peak_402	chr1	33272556	33273348	.	793	394	756	792	498	558	442
peak_403	chr1	33327646	33328360	.	715	306	466	466	456	520	402
peak_404	chr1	33680334	33680764	.	431	206	304	376	220	216	158
peak_405	chr1	33958644	33959611	.	968	566	684	722	620	672	446
peak_406	chr1	34131974	34132384	.	411	198	196	198	296	350	260
peak_407	chr1	34284187	34284769	.	583	194	246	316	354	420	316
peak_408	chr1	34590060	34590580	.	521	266	600	572	434	542	398
peak_409	chr1	34661013	34661965	.	953	430	620	628	710	1002	590
peak_410	chr1	34683679	34683944	.	266	140	214	214	206	288	184
peak_411	chr1	34738563	34740099	.	1537	646	1086	1068	670	734	464
peak_412	chr1	34757927	34758276	.	350	154	342	338	288	334	290
peak_413	chr1	34763119	34763779	.	661	442	708	644	472	636	402
peak_414	chr1	35031577	35032108	.	532	342	904	916	546	674	492
peak_415	chr1	35189451	35190306	.	856	378	738	620	550	744	362
peak_416	chr1	35561148	35562268	.	1121	500	704	764	558	578	342
peak_417	chr1	35569937	35570383	.	447	176	338	360	502	550	390
peak_418	chr1	35589005	35589713	.	709	488	694	780	634	864	622
peak_419	chr1	35714871	35716227	.	1357	692	1180	1032	980	1192	766
peak_420	chr1	35869465	35869874	.	410	270	562	488	418	384	338
peak_421	chr1	36133412	36134055	.	644	652	1114	998	716	934	580
peak_422	chr1	36148803	36151208	.	2406	1382	3644	3252	1494	2174	1314
peak_423	chr1	36157294	36158708	.	1415	836	1224	1402	804	890	542
peak_424	chr1	36299903	36300345	.	443	274	458	524	520	490	394
peak_425	chr1	36349388	36349801	.	414	278	510	618	270	428	310
peak_426	chr1	36374436	36375201	.	766	582	1366	1142	826	1108	726
peak_427	chr1	36386531	36387106	.	576	794	1488	1414	914	1202	854
peak_428	chr1	36514112	36516166	.	2055	1318	2222	2472	1464	1738	1092
peak_429	chr1	36520589	36521468	.	880	634	1018	1068	676	974	682
peak_430	chr1	36524333	36525348	.	1016	478	682	612	764	852	518
peak_431	chr1	36555968	36556835	.	868	484	694	662	670	746	536
peak_432	chr1	36578420	36579424	.	1005	516	756	848	438	550	334
peak_433	chr1	36590892	36591359	.	468	316	500	626	402	492	344
peak_434	chr1	36604861	36605599	.	739	640	794	974	664	826	516
peak_435	chr1	36607630	36608005	.	376	214	262	298	310	420	230
peak_436	chr1	36616908	36617576	.	669	396	438	490	598	586	478
peak_437	chr1	36621381	36622038	.	658	370	618	696	620	794	594
peak_438	chr1	36623320	36623967	.	648	360	676	744	450	610	414
peak_439	chr1	36624785	36625477	.	693	552	750	860	726	850	726
peak_440	chr1	36651750	36652281	.	532	268	322	356	382	398	282
peak_441	chr1	36653968	36654543	.	576	428	672	674	532	692	500
peak_442	chr1	36691359	36693647	.	2289	1214	2046	2066	1084	958	898
peak_443	chr1	36709578	36710006	.	429	280	386	380	280	410	332
peak_444	chr1	36731470	36732205	.	736	358	756	768	538	598	406
peak_445	chr1	36782915	36784903	.	1989	908	1298	1548	714	792	536
peak_446	chr1	36798983	36800243	.	1261	616	842	826	818	952	616
peak_447	chr1	36843655	36844157	.	503	368	500	578	358	496	346
peak_448	chr1	36845706	36847426	.	1721	772	1314	1472	740	826	468
peak_449	chr1	36848993	36849975	.	983	444	874	926	600	722	422
peak_450	chr1	36917450	36917717	.	268	74	100	90	180	232	158
peak_451	chr1	36919441	36919969	.	529	262	476	524	322	458	308
peak_452	chr1	36938083	36939252	.	1170	578	1000	1252	882	1044	674
peak_453	chr1	36950673	36951407	.	735	388	638	720	488	594	368
peak_454	chr1	36951758	36956790	.	5033	2762	4956	4952	2664	3324	2420
peak_455	chr1	36956890	36957885	.	996	554	910	972	1122	1200	848
peak_456	chr1	36958339	36960805	.	2467	1124	1546	1604	2420	2356	1802
peak_457	chr1	36965836	36966575	.	740	356	626	736	502	454	380
peak_458	chr1	36981597	36983658	.	2062	1168	2148	2296	1152	1318	978
peak_459	chr1	37029038	37030127	.	1090	510	910	1000	320	294	212
peak_460	chr1	37074634	37075371	.	738	566	706	662	512	560	448
peak_461	chr1	37238870	37239356	.	487	320	646	550	432	702	468
peak_462	chr1	37250320	37250700	.	381	238	394	366	388	518	404
peak_463	chr1	37271260	37272248	.	989	658	1202	1282	736	968	730
peak_464	chr1	37319937	37320329	.	393	272	456	592	320	416	236
peak_465	chr1	37336192	37336814	.	623	342	516	606	592	644	472
peak_466	chr1	37399145	37399563	.	419	258	464	418	324	314	300
peak_467	chr1	37425172	37425713	.	542	302	346	464	350	446	362
peak_468	chr1	37431325	37432175	.	851	510	848	934	684	908	636
peak_469	chr1	37434134	37435077	.	944	548	1010	1024	328	452	270
peak_470	chr1	37475366	37478997	.	3632	1812	3810	3612	2390	2756	2118
peak_471	chr1	37485200	37485909	.	710	262	508	550	254	224	166
peak_472	chr1	37615615	37616144	.	530	246	584	418	324	428	274
peak_473	chr1	37621836	37622298	.	463	332	484	474	484	502	330
peak_474	chr1	37630195	37631480	.	1286	566	1014	982	500	534	336
peak_475	chr1	37755063	37755704	.	642	432	842	782	620	668	456
peak_476	chr1	37765727	37767000	.	1274	592	984	976	622	692	456
peak_477	chr1	37878165	37878517	.	353	124	292	360	232	422	210
peak_478	chr1	37949646	37950116	.	471	284	648	606	406	532	294
peak_479	chr1	38012264	38012789	.	526	970	1764	1586	1242	1376	902
peak_480	chr1	38067221	38067569	.	349	262	354	440	356	290	200
peak_481	chr1	38071645	38072271	.	627	400	430	470	272	298	208
peak_482	chr1	38087855	38088800	.	946	744	1342	1308	870	1240	856
peak_483	chr1	38088977	38089365	.	389	358	424	424	376	528	320
peak_484	chr1	38190747	38191244	.	498	274	424	432	426	554	336
peak_485	chr1	38214609	38215225	.	617	538	596	600	590	750	608
peak_486	chr1	38217774	38218391	.	618	316	526	600	438	470	342
peak_487	chr1	38237267	38237749	.	483	154	268	236	304	348	230
peak_488	chr1	38328426	38329118	.	693	358	582	646	596	826	594
peak_489	chr1	38451611	38452040	.	430	252	512	552	318	394	370
peak_490	chr1	38527339	38528029	.	691	312	502	606	544	606	434
peak_491	chr1	38959576	38959961	.	386	238	436	522	362	422	300
peak_492	chr1	39154573	39155058	.	486	210	312	342	232	272	210
peak_493	chr1	39183828	39184443	.	616	464	968	880	804	1110	702
peak_494	chr1	39185856	39186169	.	314	120	224	170	274	374	224
peak_495	chr1	39538554	39539471	.	918	554	942	926	646	900	568
peak_496	chr1	39540412	39541044	.	633	318	618	746	430	688	568
peak_497	chr1	39581545	39581953	.	409	180	362	388	352	484	292
peak_498	chr1	39616543	39616912	.	370	206	278	328	372	410	248
peak_499	chr1	39650461	39650786	.	326	236	326	316	362	440	274
peak_500	chr1	39653596	39653997	.	402	390	640	706	544	852	512
peak_501	chr1	39798803	39799503	.	701	692	1346	1312	924	1168	702
peak_502	chr1	39816397	39817057	.	661	606	1362	1256	916	1328	952
peak_503	chr1	39817393	39817677	.	285	374	762	746	484	748	526
peak_504	chr1	39934373	39935029	.	657	420	666	626	536	680	596
peak_505	chr1	39952471	39953048	.	578	336	540	526	262	336	256
peak_506	chr1	39959811	39961268	.	1458	942	1840	2136	1230	1460	1050
peak_507	chr1	39964451	39965812	.	1362	726	1182	1210	648	688	534
peak_508	chr1	40039589	40041317	.	1729	1102	3392	2994	1360	1698	1256
peak_509	chr1	40313478	40314323	.	846	512	876	1042	724	1072	634
peak_510	chr1	40574705	40575122	.	418	334	446	456	642	678	532
peak_511	chr1	40627987	40628638	.	652	586	726	828	776	756	680
peak_512	chr1	40637396	40637877	.	482	378	486	492	664	794	550
peak_513	chr1	40640607	40641214	.	608	362	442	502	636	680	508
peak_514	chr1	40641897	40642367	.	471	362	510	476	608	804	554
peak_515	chr1	40648684	40650848	.	2165	1584	2848	3088	1448	1792	1238
peak_516	chr1	40662929	40663931	.	1003	742	1272	1300	838	984	818
peak_517	chr1	40819318	40821737	.	2420	1410	2242	2168	1004	1102	760
peak_518	chr1	40865756	40866702	.	947	634	858	874	436	586	298
peak_519	chr1	40874107	40874562	.	456	352	424	432	542	824	542
peak_520	chr1	40901883	40902305	.	423	210	546	524	428	498	346
peak_521	chr1	41003723	41004119	.	397	392	928	806	600	950	530
peak_522	chr1	41023407	41024204	.	798	464	792	814	186	184	208
peak_523	chr1	41123232	41123499	.	268	238	488	336	420	476	314
peak_524	chr1	41282185	41282940	.	756	402	662	740	264	290	228
peak_525	chr1	41315558	41316294	.	737	576	852	904	966	1190	702
peak_526	chr1	41321911	41322611	.	701	496	1030	1004	510	702	464
peak_527	chr1	41357331	41360595	.	3265	2340	4086	4062	2134	2582	1824
peak_528	chr1	41368892	41369842	.	951	780	1090	1220	664	784	568
peak_529	chr1	41373172	41375009	.	1838	1270	1944	2032	1176	1282	986
peak_530	chr1	41394820	41395230	.	411	314	732	696	372	484	308
peak_531	chr1	41413432	41416875	.	3444	2054	3788	3892	1574	1976	1386
peak_532	chr1	41469174	41469911	.	738	466	570	438	678	702	430
peak_533	chr1	41482913	41484081	.	1169	940	1446	1368	922	1020	652
peak_534	chr1	41486201	41486594	.	394	354	598	668	350	546	366
peak_535	chr1	41493057	41493788	.	732	594	1140	1178	596	818	606
peak_536	chr1	41498545	41499839	.	1295	1020	1910	1818	1028	1356	942
peak_537	chr1	41503839	41504875	.	1037	976	1668	1764	1148	1452	1018
peak_538	chr1	41514900	41516998	.	2099	1120	1880	2106	1090	1328	920
peak_539	chr1	41525583	41526533	.	951	512	1046	1298	828	1180	750
peak_540	chr1	41540921	41541725	.	805	558	822	968	490	622	398
peak_541	chr1	41546417	41547153	.	737	614	1032	1082	660	806	576
peak_542	chr1	41638822	41639929	.	1108	748	1300	1330	1016	1352	912
peak_543	chr1	41642753	41643736	.	984	780	876	1030	718	662	546
peak_544	chr1	41661325	41662224	.	900	448	1014	1036	476	546	330
peak_545	chr1	41672071	41672577	.	507	352	632	620	420	618	418
peak_546	chr1	41675367	41675934	.	568	388	682	748	524	532	404
peak_547	chr1	41681140	41681951	.	812	594	990	962	644	908	598
peak_548	chr1	41683723	41684570	.	848	504	946	916	630	678	472
peak_549	chr1	41695853	41696701	.	849	426	742	752	424	478	376
peak_550	chr1	41728281	41729499	.	1219	1076	1670	1774	924	1064	762
peak_551	chr1	41739089	41741222	.	2134	1238	2504	2496	1132	1290	930
peak_552	chr1	41743269	41744007	.	739	532	742	660	474	510	320
peak_553	chr1	41751359	41752574	.	1216	670	1114	1156	682	788	542
peak_554	chr1	41773912	41774379	.	468	476	612	592	714	668	496
peak_555	chr1	41789764	41790324	.	561	256	360	382	384	404	330
peak_556	chr1	41869960	41870524	.	565	426	762	638	656	998	614
peak_557	chr1	41883180	41883787	.	608	410	626	664	366	342	320
peak_558	chr1	42152131	42155883	.	3753	2108	3712	3750	1480	1620	1244
peak_559	chr1	42172012	42173658	.	1647	1152	1968	2180	1188	1582	1130
peak_560	chr1	42420730	42421147	.	418	258	520	420	320	488	322
peak_561	chr1	42657971	42659362	.	1392	1262	2336	2346	1648	1776	1144
peak_562	chr1	42766035	42767989	.	1955	1232	3324	3118	1380	1924	1494
peak_563	chr1	42931992	42932999	.	1008	724	1040	1274	720	1016	692
peak_564	chr1	42940709	42941508	.	800	720	1496	1236	836	1050	788
peak_565	chr1	42960212	42961725	.	1514	822	1348	1440	736	804	578
peak_566	chr1	43021373	43022259	.	887	376	584	576	610	688	480
peak_567	chr1	43062409	43062907	.	499	324	488	552	470	538	456
peak_568	chr1	43065042	43065927	.	886	768	940	848	970	1140	768
peak_569	chr1	43066390	43067000	.	611	390	682	802	546	556	378
peak_570	chr1	43241419	43241879	.	461	290	452	396	600	708	428
peak_571	chr1	43302271	43303035	.	765	668	988	956	758	722	640
peak_572	chr1	43305307	43306002	.	696	408	716	652	494	482	300
peak_573	chr1	43312483	43313310	.	828	512	818	962	622	720	524
peak_574	chr1	43446828	43448588	.	1761	750	1156	1214	728	780	572
peak_575	chr1	43523123	43523547	.	425	370	614	680	432	706	450
peak_576	chr1	43580292	43582846	.	2555	1790	3506	3398	1554	1962	1420
peak_577	chr1	43589767	43590821	.	1055	724	1172	1220	796	944	694
peak_578	chr1	43591414	43593615	.	2202	1520	2524	2780	2194	2910	2234
peak_579	chr1	43593842	43594204	.	363	96	190	178	300	360	258
peak_580	chr1	43595680	43599062	.	3383	1828	2722	2762	1732	1992	1328
peak_581	chr1	43610931	43611532	.	602	360	608	640	514	790	536
peak_582	chr1	43858279	43859067	.	789	506	790	964	382	496	310
peak_583	chr1	43881277	43882298	.	1022	778	1430	1520	974	1224	950
peak_584	chr1	43914665	43915902	.	1238	726	1054	1116	570	530	368
peak_585	chr1	43946270	43948034	.	1765	1336	2884	2990	1406	1848	1244
peak_586	chr1	43948860	43950057	.	1198	718	1578	1856	742	1008	644
peak_587	chr1	43974207	43975727	.	1521	1672	3474	3218	1926	2140	1544
peak_588	chr1	43977466	43979096	.	1631	854	1238	1340	1068	1236	874
peak_589	chr1	43979426	43981580	.	2155	1352	2976	3038	1634	2148	1474
peak_590	chr1	44006722	44007737	.	1016	626	1120	1202	340	368	260
peak_591	chr1	44020076	44022410	.	2335	1446	2060	2256	1254	1240	1016
peak_592	chr1	44282561	44284463	.	1903	942	1500	1390	570	590	484
peak_593	chr1	44288088	44288482	.	395	186	364	370	266	364	216
peak_594	chr1	44572127	44572840	.	714	322	370	460	536	652	478
peak_595	chr1	44615851	44616304	.	454	324	444	456	428	586	428
peak_596	chr1	44626020	44626783	.	764	542	754	872	842	968	604
peak_597	chr1	44673717	44674994	.	1278	1442	3880	3298	1492	2334	1600
peak_598	chr1	44722109	44722374	.	266	226	772	612	420	538	288
peak_599	chr1	44775229	44777898	.	2670	1558	2724	2704	1534	1892	1266
peak_600	chr1	44791240	44791825	.	586	388	878	852	472	622	316
peak_601	chr1	44796756	44797107	.	352	268	816	604	456	722	482
peak_602	chr1	44801413	44804743	.	3331	2378	3678	3846	2938	3776	2426
peak_603	chr1	44806795	44811181	.	4387	3270	6512	6622	3520	4194	2894
peak_604	chr1	44826131	44826591	.	461	290	498	468	378	520	380
peak_605	chr1	44831537	44832580	.	1044	576	850	900	306	396	278
peak_606	chr1	44985476	44986091	.	616	386	514	464	492	480	346
peak_607	chr1	45334300	45334778	.	479	396	676	686	514	716	510
peak_608	chr1	45339450	45341619	.	2170	1334	2520	2458	1318	1442	988
peak_609	chr1	45349001	45349970	.	970	718	980	1018	412	418	232
peak_610	chr1	45360251	45360590	.	340	222	368	404	280	292	236
peak_611	chr1	45411021	45411923	.	903	588	964	874	956	1334	840
peak_612	chr1	45499394	45500685	.	1292	876	1648	1366	914	1036	738
peak_613	chr1	45721310	45721605	.	296	196	324	354	438	486	440
peak_614	chr1	46173689	46174188	.	500	216	316	328	364	452	266
peak_615	chr1	46174300	46175671	.	1372	616	770	854	482	514	302
peak_616	chr1	46180050	46180735	.	686	472	882	782	610	660	574
peak_617	chr1	46401442	46402519	.	1078	522	896	1082	370	534	364
peak_618	chr1	46431440	46432663	.	1224	656	1124	1202	862	968	762
peak_619	chr1	46450870	46453235	.	2366	1082	1534	1694	510	542	378
peak_620	chr1	46513526	46513978	.	453	310	392	434	194	222	162
peak_621	chr1	46520135	46521104	.	970	762	1788	1688	904	1300	1076
peak_622	chr1	46522093	46523366	.	1274	646	1042	1026	506	684	478
peak_623	chr1	46527516	46528858	.	1343	692	980	1024	642	826	450
peak_624	chr1	46531748	46532505	.	758	604	1148	1250	720	930	594
peak_625	chr1	46552690	46553849	.	1160	478	722	790	242	250	198
peak_626	chr1	46812026	46812951	.	926	422	656	722	246	236	252
peak_627	chr1	47207772	47208585	.	814	416	1070	1132	676	792	616
peak_628	chr1	47722960	47724050	.	1091	680	1304	1314	664	826	554
peak_629	chr1	47745714	47746150	.	437	348	484	448	428	502	242
peak_630	chr1	47766925	47768547	.	1623	610	1132	1216	592	650	462
peak_631	chr1	47773178	47773484	.	307	238	274	314	310	270	238
peak_632	chr1	47776383	47777252	.	870	366	560	550	328	348	250
peak_633	chr1	47778877	47780371	.	1495	604	994	960	494	466	384
peak_634	chr1	47870473	47870913	.	441	192	404	456	410	506	416
peak_635	chr1	47881581	47882742	.	1162	618	1006	1114	838	1030	710
peak_636	chr1	47932492	47933039	.	548	222	296	260	420	386	294
peak_637	chr1	47991110	47991441	.	332	290	326	252	356	420	300
peak_638	chr1	48202188	48202785	.	598	312	438	468	542	570	386
peak_639	chr1	48206087	48206727	.	641	390	618	656	386	528	386
peak_640	chr1	48570772	48571905	.	1134	778	1034	1042	812	998	722
peak_641	chr1	50189861	50190148	.	288	104	200	230	218	348	186
peak_642	chr1	50239944	50240393	.	450	242	368	398	426	370	254
peak_643	chr1	50347913	50348366	.	454	262	390	344	306	376	208
peak_644	chr1	50350448	50351226	.	779	318	460	424	342	252	186
peak_645	chr1	51313902	51314816	.	915	430	790	1004	642	954	566
peak_646	chr1	51333692	51333950	.	259	136	162	152	170	220	160
peak_647	chr1	52397156	52397585	.	430	134	268	290	318	462	244
peak_648	chr1	52658797	52659203	.	407	162	342	356	314	488	282
peak_649	chr1	52661494	52661737	.	244	138	200	306	182	314	220
peak_650	chr1	52697832	52698899	.	1068	648	1076	912	516	658	414
peak_651	chr1	52702859	52703838	.	980	864	1782	1550	1016	1326	844
peak_652	chr1	52868946	52869214	.	269	104	158	186	172	268	142
peak_653	chr1	53080074	53080591	.	518	368	538	524	380	496	358
peak_654	chr1	53082328	53083143	.	816	344	512	502	696	638	412
peak_655	chr1	53084142	53085157	.	1016	604	1184	1288	734	1076	706
peak_656	chr1	53120605	53124085	.	3481	1674	3552	3856	2006	2868	2006
peak_657	chr1	53124378	53124919	.	542	394	620	552	416	616	410
peak_658	chr1	53155683	53156184	.	502	228	360	326	362	370	294
peak_659	chr1	53175024	53175341	.	318	188	220	224	282	404	242
peak_660	chr1	53308411	53309088	.	678	402	656	794	434	662	398
peak_661	chr1	53321041	53323125	.	2085	830	1424	1584	448	516	444
peak_662	chr1	53332930	53333357	.	428	266	366	338	318	432	226
peak_663	chr1	53465004	53466246	.	1243	474	568	728	390	414	272
peak_664	chr1	53517867	53518971	.	1105	704	1174	1286	650	826	550
peak_665	chr1	53521486	53522089	.	604	372	684	714	366	464	294
peak_666	chr1	53530483	53531785	.	1303	706	1516	1492	884	1080	716
peak_667	chr1	53539564	53541790	.	2227	1060	1838	2052	942	1186	746
peak_668	chr1	53545775	53546352	.	578	262	532	544	322	462	268
peak_669	chr1	53553283	53553805	.	523	352	514	588	506	702	432
peak_670	chr1	53553997	53554942	.	946	538	1044	1128	840	952	810
peak_671	chr1	53557975	53558981	.	1007	526	796	764	456	462	310
peak_672	chr1	53575205	53577971	.	2767	1526	2650	2568	1320	1574	1272
peak_673	chr1	53581580	53583268	.	1689	952	1524	1584	964	1336	964
peak_674	chr1	53600475	53600996	.	522	270	316	316	340	404	270
peak_675	chr1	53629037	53629709	.	673	398	600	688	446	562	444
peak_676	chr1	53631631	53632434	.	804	542	584	642	774	1026	694
peak_677	chr1	53636530	53639933	.	3404	1674	3120	3056	1432	1482	1036
peak_678	chr1	53655301	53656391	.	1091	460	906	1022	718	944	644
peak_679	chr1	53670571	53670931	.	361	220	256	326	310	288	262
peak_680	chr1	54052330	54054091	.	1762	798	1928	1938	938	1026	922
peak_681	chr1	54102101	54102661	.	561	204	258	292	332	378	324
peak_682	chr1	54132755	54133339	.	585	336	482	608	418	560	350
peak_683	chr1	54166826	54167371	.	546	214	382	400	384	430	344
peak_684	chr1	54171520	54172029	.	510	362	520	582	396	548	406
peak_685	chr1	54180868	54182010	.	1143	504	800	878	374	368	230
peak_686	chr1	54227095	54227942	.	848	400	728	842	356	558	454
peak_687	chr1	54229042	54229967	.	926	414	804	902	566	618	442
peak_688	chr1	54253432	54254688	.	1257	754	1420	1362	718	838	660
peak_689	chr1	54459187	54461503	.	2317	998	1934	2134	1220	1480	1040
peak_690	chr1	54464581	54465076	.	496	226	494	666	316	442	310
peak_691	chr1	54546369	54548646	.	2278	1210	1940	1898	1052	1206	782
peak_692	chr1	54604662	54605337	.	676	396	876	998	496	586	486
peak_693	chr1	54606369	54607368	.	1000	612	982	1028	868	882	650
peak_694	chr1	54678801	54680009	.	1209	592	982	1138	628	610	508
peak_695	chr1	54688694	54689305	.	612	300	600	612	416	486	370
peak_696	chr1	54693455	54694272	.	818	510	656	674	678	874	580
peak_697	chr1	54709622	54710352	.	731	410	670	758	430	606	480
peak_698	chr1	54738164	54738590	.	427	174	340	400	372	484	330
peak_699	chr1	54794787	54795245	.	459	218	384	446	276	382	260
peak_700	chr1	54808272	54809380	.	1109	446	760	702	434	348	304
peak_701	chr1	54810556	54811731	.	1176	660	1250	1178	822	912	754
peak_702	chr1	54858971	54859353	.	383	104	214	260	272	358	260
peak_703	chr1	54950305	54950900	.	596	422	788	836	492	644	476
peak_704	chr1	55000521	55001573	.	1053	516	626	762	278	368	264
peak_705	chr1	55002833	55003167	.	335	130	178	162	232	296	162
peak_706	chr1	55014304	55014756	.	453	332	478	426	418	500	420
